4|3|2|7|2|2|0.33|0.25|0.8|1|0.67|0.67|0|0.33|0.33|1|0.67|0.75|0.5|15|26|22|20|9|11|B.S.|Retail/management|3
4|2|6|3|0|5|1|0.25|0.83|1|1|1|1|1|0.5|0.67|1|1|0.5|15|14|15|23|18|20|Freshman |Economic|0
4|3|3|6|2|2|1|0.25|0.2|1|1|0.33|0|0.67|0.67|1|1|0.75|0.5|18|13|14|21|22|17|M.S.|Business|1
4|2|2|7|2|3|0.33|0.25|0|1|0.33|0.33|1|1|0.83|1|1|0.75|0.75|27|13|16|18|18|13|Junior|Business|0
7|0|1|5|4|3|0.67|0.25|0.23|1|1|0|1|0.67|1|1|1|0.75|0.75|16|15|18|21|20|15|M.A.|Art/psychology|2
2|2|2|4|2|8|1|0.75|0.017|1|1|0.67|1|0.33|0.5|1|1|0.75|0.75|17|22|21|12|16|17|High School|undeclared |0
4|1|5|5|0|5|0.33|0.5|0.95|1|0.67|0.67|1|1|0.5|1|1|1|1|28|23|18|14|14|8|M.A.|Social work|2
3|2|6|8|0|0|1|0.5|0.48|1|1|0.67|0.33|1|0.83|0.67|0.67|0.75|1|17|16|24|17|17|16|Freshman|IT/Engineering|1
3|4|2|5|1|5|0.67|0.5|0.1|1|0|0.67|0.67|1|0.3|1|0.67|0.75|0.5|20|14|22|21|15|13|High School|undeclared |0
